Frame,L0_x,L0_y,L0_z,L1_x,L1_y,L1_z,L2_x,L2_y,L2_z,L3_x,L3_y,L3_z,L4_x,L4_y,L4_z,L5_x,L5_y,L5_z,L6_x,L6_y,L6_z,L7_x,L7_y,L7_z,L8_x,L8_y,L8_z,L9_x,L9_y,L9_z,L10_x,L10_y,L10_z,L11_x,L11_y,L11_z,L12_x,L12_y,L12_z,L13_x,L13_y,L13_z,L14_x,L14_y,L14_z,L15_x,L15_y,L15_z,L16_x,L16_y,L16_z,L17_x,L17_y,L17_z,L18_x,L18_y,L18_z,L19_x,L19_y,L19_z,L20_x,L20_y,L20_z
10,0.8863134384155273,1.0047911405563354,4.327924898461788e-07,0.8264129757881165,0.956318199634552,-0.029943153262138367,0.7816354632377625,0.8699125647544861,-0.04509873688220978,0.7534407377243042,0.7904433012008667,-0.057770878076553345,0.7327919602394104,0.7168463468551636,-0.07015904039144516,0.8301015496253967,0.6886199712753296,-0.022473346441984177,0.8195623755455017,0.5708551406860352,-0.041198279708623886,0.8150941729545593,0.49608832597732544,-0.05872907489538193,0.814834713935852,0.4281606674194336,-0.07269167900085449,0.8794552683830261,0.6723951101303101,-0.025071727111935616,0.8824713826179504,0.5355168581008911,-0.03887683153152466,0.8849510550498962,0.4486658275127411,-0.05494750291109085,0.8880234956741333,0.3719351291656494,-0.0684533566236496,0.9247482419013977,0.6923842430114746,-0.03209904581308365,0.936021089553833,0.565704345703125,-0.052625879645347595,0.9462413787841797,0.4858206808567047,-0.07030674815177917,0.9538772702217102,0.41405370831489563,-0.08377203345298767,0.9650306701660156,0.7408302426338196,-0.04158119857311249,0.9944469928741455,0.6544325351715088,-0.06532750278711319,1.0214574337005615,0.6157799959182739,-0.07640376687049866,1.044689416885376,0.5821958780288696,-0.08348535001277924
11,0.8879632353782654,1.0043609142303467,4.3683405692718225e-07,0.8264160752296448,0.9560381770133972,-0.030438190326094627,0.7808268666267395,0.8723427057266235,-0.04616956412792206,0.7523841261863708,0.7919362187385559,-0.05927417427301407,0.7316563129425049,0.7155479192733765,-0.07181622833013535,0.8296529054641724,0.6892846822738647,-0.021985860541462898,0.8183815479278564,0.5710103511810303,-0.04092276841402054,0.8135083317756653,0.4965518116950989,-0.05880589038133621,0.8131112456321716,0.42849063873291016,-0.07302380353212357,0.8792620897293091,0.6723560094833374,-0.024256160482764244,0.8819694519042969,0.5353206992149353,-0.03776663541793823,0.8846592903137207,0.4489573836326599,-0.05373573675751686,0.8876574039459229,0.37264758348464966,-0.06712784618139267,0.9248398542404175,0.6928635239601135,-0.031049495562911034,0.9357994794845581,0.5664787292480469,-0.05050237104296684,0.9460622668266296,0.4864047169685364,-0.06681225448846817,0.9534432291984558,0.4139583110809326,-0.07938222587108612,0.9654808640480042,0.742008626461029,-0.040435124188661575,0.9933642745018005,0.6561472415924072,-0.06233419477939606,1.0179613828659058,0.6139340996742249,-0.07187622785568237,1.03878915309906,0.5761252045631409,-0.07798662781715393
12,0.8868668675422668,1.0052990913391113,4.3328464016667567e-07,0.8256295323371887,0.9576889276504517,-0.028993530198931694,0.7796362638473511,0.8720502257347107,-0.04375912621617317,0.7515857815742493,0.7916467785835266,-0.05618525668978691,0.7302089929580688,0.7167677283287048,-0.06804211437702179,0.8279144167900085,0.6878565549850464,-0.019987737759947777,0.8177739381790161,0.5704631209373474,-0.03788015618920326,0.8130903244018555,0.4970341920852661,-0.054983388632535934,0.8123070001602173,0.42963871359825134,-0.06882462650537491,0.8773240447044373,0.6716026067733765,-0.02289561554789543,0.8802219033241272,0.5367157459259033,-0.036258306354284286,0.8828051090240479,0.45126208662986755,-0.05217990279197693,0.8854102492332458,0.37435182929039,-0.0654621347784996,0.9228016138076782,0.6912066340446472,-0.030214572325348854,0.933337390422821,0.5656886696815491,-0.049785543233156204,0.9429959654808044,0.4865375757217407,-0.06617357581853867,0.9496753811836243,0.4130372703075409,-0.07878998667001724,0.963782787322998,0.7385172843933105,-0.0399990975856781,0.9922450184822083,0.6547503471374512,-0.06195694953203201,1.0166301727294922,0.613318920135498,-0.07181667536497116,1.0372023582458496,0.5746400952339172,-0.0782068595290184
13,0.8856326341629028,1.0019993782043457,4.3759192180914397e-07,0.8236661553382874,0.9515508413314819,-0.02951442450284958,0.7779998779296875,0.8692082762718201,-0.04434351250529289,0.7486411929130554,0.7906205058097839,-0.05657503381371498,0.7276287078857422,0.7179518342018127,-0.068184033036232,0.826179027557373,0.6879123449325562,-0.020340008661150932,0.8155693411827087,0.5696642398834229,-0.03882729262113571,0.8109794855117798,0.4958312511444092,-0.056344226002693176,0.8101041913032532,0.42846107482910156,-0.07019387185573578,0.8754634261131287,0.6707267761230469,-0.022350195795297623,0.8781560063362122,0.536142110824585,-0.034936774522066116,0.8798850178718567,0.4499392509460449,-0.05029604956507683,0.88144850730896,0.3736622631549835,-0.06295382976531982,0.920574963092804,0.690682590007782,-0.028780218213796616,0.9318872094154358,0.5670616626739502,-0.04583454504609108,0.9415011405944824,0.4866534173488617,-0.06050344556570053,0.9479823112487793,0.41264569759368896,-0.07209086418151855,0.9606837034225464,0.7397615909576416,-0.03792605549097061,0.986161470413208,0.6648339033126831,-0.05684228613972664,1.0057504177093506,0.6225553750991821,-0.06487836688756943,1.0223958492279053,0.5828880667686462,-0.07005598396062851
14,0.8845601081848145,1.0037308931350708,4.469829661957192e-07,0.8201301097869873,0.9543182849884033,-0.02808748185634613,0.773293137550354,0.8700270652770996,-0.04195411875844002,0.7449738383293152,0.7898291349411011,-0.05362793058156967,0.7229148149490356,0.7184301614761353,-0.06453121453523636,0.8227859735488892,0.6887801289558411,-0.018724532797932625,0.8123266100883484,0.5705916285514832,-0.03608231619000435,0.8075211644172668,0.4964076280593872,-0.0530412420630455,0.8064032196998596,0.4275766611099243,-0.06684610992670059,0.8717466592788696,0.6696865558624268,-0.021613480523228645,0.8741769194602966,0.5359840393066406,-0.03445298969745636,0.8762462735176086,0.44940972328186035,-0.05037307366728783,0.8783179521560669,0.371947318315506,-0.06376099586486816,0.91701340675354,0.6871474385261536,-0.028824174776673317,0.9274015426635742,0.5639020800590515,-0.04752547666430473,0.9372000098228455,0.4855436086654663,-0.06349460780620575,0.9436672329902649,0.4141879677772522,-0.07572663575410843,0.9585254192352295,0.7322447896003723,-0.03852630406618118,0.9889066219329834,0.6466854810714722,-0.059335216879844666,1.0140235424041748,0.5996326208114624,-0.06903242319822311,1.0351154804229736,0.556757390499115,-0.0753527581691742
15,0.8782432675361633,1.000425934791565,4.540569591426902e-07,0.8143859505653381,0.9479668736457825,-0.02930794470012188,0.7675279974937439,0.864208996295929,-0.04337642341852188,0.7390761971473694,0.7847804427146912,-0.054935257881879807,0.7171646356582642,0.7122372388839722,-0.06557844579219818,0.8185374736785889,0.682981550693512,-0.01841253787279129,0.8066112995147705,0.5668908357620239,-0.03660769760608673,0.8018490672111511,0.49464139342308044,-0.054142970591783524,0.8007630109786987,0.4266244173049927,-0.06816416233778,0.8676944971084595,0.6648538112640381,-0.02066308818757534,0.8693108558654785,0.5319380164146423,-0.03324757516384125,0.8706854581832886,0.44716131687164307,-0.048484187573194504,0.8720021843910217,0.3699777126312256,-0.061236411333084106,0.9125044941902161,0.6843371391296387,-0.027521293610334396,0.9231363534927368,0.5642064213752747,-0.0448758527636528,0.9320194125175476,0.4864863157272339,-0.05859195068478584,0.9374368786811829,0.4133641719818115,-0.0693129301071167,0.9536184668540955,0.732386589050293,-0.037251900881528854,0.9802432060241699,0.6524367332458496,-0.05591648817062378,1.000688910484314,0.60383540391922,-0.06354935467243195,1.0176180601119995,0.5564008951187134,-0.06853384524583817
16,0.8760400414466858,0.996698260307312,4.5766338985231414e-07,0.811911404132843,0.9459792375564575,-0.030429944396018982,0.7629042863845825,0.8628661632537842,-0.044905588030815125,0.7333046197891235,0.7820505499839783,-0.05667174607515335,0.7117164731025696,0.7106935977935791,-0.06729637086391449,0.8129984736442566,0.6801937818527222,-0.019494466483592987,0.7998563051223755,0.5636940002441406,-0.037569642066955566,0.7944433093070984,0.491108775138855,-0.054742734879255295,0.793260931968689,0.4236600697040558,-0.06857776641845703,0.8615579009056091,0.6611918210983276,-0.021199483424425125,0.8624849319458008,0.5272490978240967,-0.03406164422631264,0.864111065864563,0.44210463762283325,-0.048853497952222824,0.8662273287773132,0.36594340205192566,-0.06126075237989426,0.9062369465827942,0.6800692677497864,-0.027676628902554512,0.9164828658103943,0.5590550303459167,-0.04536287114024162,0.9245152473449707,0.4822157621383667,-0.05901392176747322,0.9297983050346375,0.410080224275589,-0.06965140998363495,0.9475417733192444,0.7283545136451721,-0.03717257082462311,0.9756786227226257,0.6478951573371887,-0.05649741739034653,0.9966163635253906,0.5950165390968323,-0.0651279166340828,1.0145015716552734,0.5423606038093567,-0.07086068391799927
17,0.8705143332481384,0.9903823137283325,4.629064846994879e-07,0.8063129782676697,0.9392174482345581,-0.029122084379196167,0.7567625045776367,0.855764627456665,-0.04297308623790741,0.7267866134643555,0.7755963802337646,-0.05438758432865143,0.7043159008026123,0.7053070664405823,-0.06484030187129974,0.8049417734146118,0.6753594875335693,-0.018691502511501312,0.7918742895126343,0.5598882436752319,-0.036684755235910416,0.7863544821739197,0.4875834286212921,-0.05354424566030502,0.7850005626678467,0.4192746579647064,-0.06729500740766525,0.8539982438087463,0.6561731696128845,-0.021293330937623978,0.8550665378570557,0.5224864482879639,-0.03486178070306778,0.85605788230896,0.43768760561943054,-0.05023600533604622,0.8573257923126221,0.360305517911911,-0.06307532638311386,0.8990364670753479,0.6744480133056641,-0.02847588248550892,0.9096616506576538,0.5540400147438049,-0.04713984951376915,0.9171367883682251,0.47657060623168945,-0.06095429137349129,0.9216742515563965,0.40330976247787476,-0.07155930250883102,0.9408618807792664,0.7216605544090271,-0.038470879197120667,0.9692005515098572,0.6388345956802368,-0.058152828365564346,0.9898027777671814,0.5836088061332703,-0.06665555387735367,1.0067907571792603,0.5285295248031616,-0.07233770191669464
18,0.865746259689331,0.9815542697906494,4.4292559664427245e-07,0.8003057241439819,0.9341811537742615,-0.02736918441951275,0.7499837279319763,0.8486003875732422,-0.040348827838897705,0.7196232080459595,0.7678954005241394,-0.05115869268774986,0.6958960890769958,0.6984056830406189,-0.06115937605500221,0.799218475818634,0.6683997511863708,-0.017773965373635292,0.783770740032196,0.5537852048873901,-0.03503892570734024,0.7768573760986328,0.4815575182437897,-0.051150333136320114,0.7744005918502808,0.41400405764579773,-0.06435228884220123,0.8473659157752991,0.6491369605064392,-0.021267926320433617,0.8460050821304321,0.5158958435058594,-0.0347193107008934,0.845809280872345,0.43142327666282654,-0.04983626306056976,0.8465291261672974,0.3539653420448303,-0.062320854514837265,0.8918615579605103,0.665608286857605,-0.029183797538280487,0.899807870388031,0.5439196228981018,-0.04883133992552757,0.9065514802932739,0.4652201235294342,-0.06412062793970108,0.9110328555107117,0.3903834819793701,-0.07557976990938187,0.9338209629058838,0.7104230523109436,-0.03958708420395851,0.9642887711524963,0.6277040839195251,-0.06074206158518791,0.9876775741577148,0.5730940103530884,-0.07090245187282562,1.0072073936462402,0.517745852470398,-0.07766368240118027
19,0.8615765571594238,0.9685125946998596,4.6734851366636576e-07,0.794396162033081,0.9240239858627319,-0.028695810586214066,0.744313657283783,0.8407994508743286,-0.04215756058692932,0.7144201993942261,0.7611716985702515,-0.053136419504880905,0.689246416091919,0.6902050971984863,-0.06315302848815918,0.7915260791778564,0.6600793600082397,-0.01810205914080143,0.7766903638839722,0.5464180111885071,-0.035241127014160156,0.7693929672241211,0.4738703966140747,-0.05126658454537392,0.7664717435836792,0.40577882528305054,-0.06447727978229523,0.8395166397094727,0.639815092086792,-0.02110189013183117,0.8378100991249084,0.5061507821083069,-0.03426605090498924,0.8376762866973877,0.4209127426147461,-0.049187880009412766,0.8387824296951294,0.3428875207901001,-0.06159915030002594,0.8836961388587952,0.6567074060440063,-0.028702719137072563,0.8918157815933228,0.5349708199501038,-0.04789101332426071,0.8990190029144287,0.45588982105255127,-0.06242700666189194,0.9037813544273376,0.37998542189598083,-0.07342164218425751,0.9259750843048096,0.7013235092163086,-0.038958773016929626,0.9545490145683289,0.617091178894043,-0.059456776827573776,0.9754190444946289,0.5606131553649902,-0.06884190440177917,0.9924349188804626,0.5028437376022339,-0.07514259219169617
20,0.8558032512664795,0.9597995281219482,4.833134994441934e-07,0.7881594300270081,0.9134688973426819,-0.02727835811674595,0.7381808757781982,0.8275415897369385,-0.04105048626661301,0.7082406282424927,0.7469100952148438,-0.052625350654125214,0.6819564700126648,0.6782290935516357,-0.06344369798898697,0.7849395275115967,0.6471601128578186,-0.019344530999660492,0.7695403695106506,0.5309592485427856,-0.037194523960351944,0.7618616819381714,0.4571678042411804,-0.053757768124341965,0.7580510973930359,0.3873983919620514,-0.06737732142210007,0.8328361511230469,0.6284395456314087,-0.023592928424477577,0.8312069177627563,0.4935414493083954,-0.03772867098450661,0.8303579092025757,0.40855488181114197,-0.053692977875471115,0.82967209815979,0.3293501138687134,-0.06688439100980759,0.8772563338279724,0.6459565758705139,-0.03198207542300224,0.884889543056488,0.5217196941375732,-0.05182445049285889,0.8909902572631836,0.4420356750488281,-0.06655213236808777,0.8942756056785583,0.36510154604911804,-0.07769857347011566,0.9194244742393494,0.6912290453910828,-0.042806871235370636,0.948131799697876,0.6020247936248779,-0.06370747834444046,0.9698221683502197,0.5432367920875549,-0.07289207726716995,0.9873889088630676,0.48368632793426514,-0.0789949893951416
21,0.8529980778694153,0.9470056295394897,4.843401484322385e-07,0.7855229377746582,0.9032241702079773,-0.02649051696062088,0.734896719455719,0.815161943435669,-0.039916109293699265,0.7046740651130676,0.7321784496307373,-0.051256440579891205,0.6781185865402222,0.6638824343681335,-0.06170649453997612,0.7787340879440308,0.6320982575416565,-0.018081314861774445,0.7622578740119934,0.5149368643760681,-0.03525155410170555,0.7541518211364746,0.44121429324150085,-0.05143566057085991,0.7502530217170715,0.3723488748073578,-0.0647694393992424,0.8261933922767639,0.6116804480552673,-0.022298328578472137,0.8245652914047241,0.4751715660095215,-0.03532692790031433,0.823542594909668,0.3894202709197998,-0.050436243414878845,0.8222834467887878,0.31184840202331543,-0.06311551481485367,0.8703899383544922,0.6275397539138794,-0.030681762844324112,0.8789775371551514,0.5009095072746277,-0.04932280257344246,0.8841506242752075,0.42258745431900024,-0.06362081319093704,0.8860985040664673,0.34808358550071716,-0.07467959076166153,0.9125829339027405,0.6718316674232483,-0.04148911312222481,0.9432485103607178,0.5826073884963989,-0.061580222100019455,0.964776873588562,0.5230342745780945,-0.07098422199487686,0.9821034073829651,0.46304136514663696,-0.07734965533018112
