frame,t,centroid_x,centroid_y,depth_m,norm_gx,norm_gy,norm_gz,wrist_yaw,wrist_pitch,wrist_roll,curl_thumb,curl_index,curl_middle,curl_ring,curl_pinky,gripper_x_act,gripper_y_act,gripper_z_act,wrist_abduction_yaw_act,wrist_flex_pitch_act,wrist_roll_act,thumb_base_act,thumb_ip_act,thumb_mcp_act,thumb_roll_act,index_abd_act,index_dip_act,index_mcp_act,index_pip_act,middle_dip_act,middle_mcp_act,middle_pip_act,ring_abd_act,ring_dip_act,ring_mcp_act,ring_pip_act,pinky_abd_act,pinky_dip_act,pinky_mcp_act
14,3.888359308242798,209.0,154.0,0.9410000443458557,-0.34585288166999817,0.8184616565704346,0.35699373483657837,0.4581000506877899,0.7381025552749634,0.11248753219842911,0.05693754926323891,0.031305719166994095,0.028242500498890877,0.051113881170749664,0.03201117366552353,-0.34585288166999817,0.8184616565704346,0.35699373483657837,-0.08379991352558136,0.47620514035224915,-0.775024950504303,-0.8861249089241028,-0.8861249089241028,-0.8861249089241028,-0.8861249089241028,-0.93738853931427,-0.93738853931427,-0.93738853931427,-0.93738853931427,-0.9435150027275085,-0.9435150027275085,-0.9435150027275085,-0.8977722525596619,-0.8977722525596619,-0.8977722525596619,-0.8977722525596619,-0.9359776377677917,-0.9359776377677917,-0.9359776377677917
15,3.919400453567505,209.0,154.0,0.9410000443458557,-0.34585288166999817,0.8184616565704346,0.35699373483657837,0.45611000061035156,0.7376972436904907,0.11127713322639465,0.05627526715397835,0.03076978586614132,0.029777638614177704,0.04847116768360138,0.032456159591674805,-0.34585288166999817,0.8184616565704346,0.35699373483657837,-0.08777997642755508,0.47539445757865906,-0.7774457335472107,-0.8874494433403015,-0.8874494433403015,-0.8874494433403015,-0.8874494433403015,-0.9384604096412659,-0.9384604096412659,-0.9384604096412659,-0.9384604096412659,-0.9404447078704834,-0.9404447078704834,-0.9404447078704834,-0.9030576348304749,-0.9030576348304749,-0.9030576348304749,-0.9030576348304749,-0.9350876808166504,-0.9350876808166504,-0.9350876808166504
16,3.9503746032714844,209.0,154.0,0.9430000185966492,-0.34585288166999817,0.8246154189109802,0.35699373483657837,0.4561416208744049,0.738296627998352,0.11706744879484177,0.05941072851419449,0.031911808997392654,0.024888137355446815,0.04492530599236488,0.039036691188812256,-0.34585288166999817,0.8246154189109802,0.35699373483657837,-0.08771675080060959,0.4765932857990265,-0.7658650875091553,-0.8811785578727722,-0.8811785578727722,-0.8811785578727722,-0.8811785578727722,-0.9361763596534729,-0.9361763596534729,-0.9361763596534729,-0.9361763596534729,-0.9502237439155579,-0.9502237439155579,-0.9502237439155579,-0.9101493954658508,-0.9101493954658508,-0.9101493954658508,-0.9101493954658508,-0.9219266176223755,-0.9219266176223755,-0.9219266176223755
17,3.9823830127716064,209.0,155.0,0.9430000185966492,-0.34585288166999817,0.8246154189109802,0.3528183698654175,0.457715779542923,0.7386336922645569,0.11317629367113113,0.05688420683145523,0.029902692884206772,0.026459064334630966,0.049843743443489075,0.03524511680006981,-0.34585288166999817,0.8246154189109802,0.3528183698654175,-0.08456841856241226,0.47726744413375854,-0.7736474275588989,-0.8862316012382507,-0.8862316012382507,-0.8862316012382507,-0.8862316012382507,-0.9401946067810059,-0.9401946067810059,-0.9401946067810059,-0.9401946067810059,-0.9470818638801575,-0.9470818638801575,-0.9470818638801575,-0.9003124833106995,-0.9003124833106995,-0.9003124833106995,-0.9003124833106995,-0.9295097589492798,-0.9295097589492798,-0.9295097589492798
18,4.030393600463867,209.0,155.0,0.9430000185966492,-0.34585288166999817,0.8246154189109802,0.3528183698654175,0.45620423555374146,0.7387636303901672,0.11503319442272186,0.04840145260095596,0.033114928752183914,0.03171195089817047,0.052022650837898254,0.03208422660827637,-0.34585288166999817,0.8246154189109802,0.3528183698654175,-0.08759152889251709,0.4775272309780121,-0.7699335813522339,-0.9031971096992493,-0.9031971096992493,-0.9031971096992493,-0.9031971096992493,-0.9337701201438904,-0.9337701201438904,-0.9337701201438904,-0.9337701201438904,-0.9365760684013367,-0.9365760684013367,-0.9365760684013367,-0.8959546685218811,-0.8959546685218811,-0.8959546685218811,-0.8959546685218811,-0.9358315467834473,-0.9358315467834473,-0.9358315467834473
19,4.062400817871094,209.0,155.0,0.9380000233650208,-0.34585288166999817,0.8092308640480042,0.3528183698654175,0.45869046449661255,0.7381897568702698,0.1143067255616188,0.056881219148635864,0.03175179287791252,0.026912888512015343,0.04367513209581375,0.037389591336250305,-0.34585288166999817,0.8092308640480042,0.3528183698654175,-0.0826190784573555,0.47637948393821716,-0.7713865637779236,-0.8862375617027283,-0.8862375617027283,-0.8862375617027283,-0.8862375617027283,-0.9364964365959167,-0.9364964365959167,-0.9364964365959167,-0.9364964365959167,-0.9461742043495178,-0.9461742043495178,-0.9461742043495178,-0.9126497507095337,-0.9126497507095337,-0.9126497507095337,-0.9126497507095337,-0.9252208471298218,-0.9252208471298218,-0.9252208471298218
20,4.09440803527832,209.0,155.0,0.940000057220459,-0.34585288166999817,0.8153848052024841,0.3528183698654175,0.45744216442108154,0.7384345531463623,0.11520113050937653,0.0581241138279438,0.0323321558535099,0.027781397104263306,0.04656663537025452,0.0400862917304039,-0.34585288166999817,0.8153848052024841,0.3528183698654175,-0.08511564135551453,0.47686904668807983,-0.7695977687835693,-0.8837517499923706,-0.8837517499923706,-0.8837517499923706,-0.8837517499923706,-0.9353356957435608,-0.9353356957435608,-0.9353356957435608,-0.9353356957435608,-0.9444372057914734,-0.9444372057914734,-0.9444372057914734,-0.906866729259491,-0.906866729259491,-0.906866729259491,-0.906866729259491,-0.919827401638031,-0.919827401638031,-0.919827401638031
21,4.126607894897461,209.0,155.0,0.9380000233650208,-0.34585288166999817,0.8092308640480042,0.3528183698654175,0.4556565284729004,0.7380654215812683,0.11489200592041016,0.05029815435409546,0.03274768218398094,0.03031010925769806,0.04478076100349426,0.03436009958386421,-0.34585288166999817,0.8092308640480042,0.3528183698654175,-0.08868692815303802,0.47613078355789185,-0.7702159881591797,-0.8994036912918091,-0.8994036912918091,-0.8994036912918091,-0.8994036912918091,-0.9345046281814575,-0.9345046281814575,-0.9345046281814575,-0.9345046281814575,-0.9393798112869263,-0.9393798112869263,-0.9393798112869263,-0.9104384779930115,-0.9104384779930115,-0.9104384779930115,-0.9104384779930115,-0.9312797784805298,-0.9312797784805298,-0.9312797784805298
22,4.15842342376709,209.0,155.0,0.9380000233650208,-0.34585288166999817,0.8092308640480042,0.3528183698654175,0.4581335484981537,0.7387115955352783,0.11538225412368774,0.049196235835552216,0.03386682644486427,0.028791943565011024,0.04060424864292145,0.030977068468928337,-0.34585288166999817,0.8092308640480042,0.3528183698654175,-0.08373292535543442,0.47742319107055664,-0.7692354917526245,-0.9016075134277344,-0.9016075134277344,-0.9016075134277344,-0.9016075134277344,-0.932266354560852,-0.932266354560852,-0.932266354560852,-0.932266354560852,-0.9424161314964294,-0.9424161314964294,-0.9424161314964294,-0.9187914729118347,-0.9187914729118347,-0.9187914729118347,-0.9187914729118347,-0.938045859336853,-0.938045859336853,-0.938045859336853
23,4.189429759979248,210.0,154.0,0.9380000233650208,-0.34272301197052,0.8092308640480042,0.35699373483657837,0.45944228768348694,0.7379250526428223,0.11331676691770554,0.05874583497643471,0.03334742411971092,0.031071629375219345,0.04636041074991226,0.03010849468410015,-0.34272301197052,0.8092308640480042,0.35699373483657837,-0.08111541718244553,0.47585010528564453,-0.7733664512634277,-0.8825083374977112,-0.8825083374977112,-0.8825083374977112,-0.8825083374977112,-0.9333051443099976,-0.9333051443099976,-0.9333051443099976,-0.9333051443099976,-0.9378567337989807,-0.9378567337989807,-0.9378567337989807,-0.9072791934013367,-0.9072791934013367,-0.9072791934013367,-0.9072791934013367,-0.9397830367088318,-0.9397830367088318,-0.9397830367088318
24,4.220550537109375,210.0,154.0,0.9350000619888306,-0.34272301197052,0.8000001907348633,0.35699373483657837,0.45954379439353943,0.7379245758056641,0.11531975120306015,0.05560583621263504,0.03294806927442551,0.029705042019486427,0.046931467950344086,0.03520612046122551,-0.34272301197052,0.8000001907348633,0.35699373483657837,-0.08091241866350174,0.4758491814136505,-0.7693604826927185,-0.8887883424758911,-0.8887883424758911,-0.8887883424758911,-0.8887883424758911,-0.9341038465499878,-0.9341038465499878,-0.9341038465499878,-0.9341038465499878,-0.9405899047851562,-0.9405899047851562,-0.9405899047851562,-0.9061370491981506,-0.9061370491981506,-0.9061370491981506,-0.9061370491981506,-0.9295877814292908,-0.9295877814292908,-0.9295877814292908
25,4.2676496505737305,210.0,154.0,0.9350000619888306,-0.34272301197052,0.8000001907348633,0.35699373483657837,0.45903530716896057,0.7377943396568298,0.11415454745292664,0.05772888660430908,0.03273067995905876,0.028735386207699776,0.04230337217450142,0.0295382309705019,-0.34272301197052,0.8000001907348633,0.35699373483657837,-0.08192940801382065,0.47558867931365967,-0.7716909050941467,-0.8845422267913818,-0.8845422267913818,-0.8845422267913818,-0.8845422267913818,-0.9345386624336243,-0.9345386624336243,-0.9345386624336243,-0.9345386624336243,-0.9425292015075684,-0.9425292015075684,-0.9425292015075684,-0.9153932332992554,-0.9153932332992554,-0.9153932332992554,-0.9153932332992554,-0.9409235119819641,-0.9409235119819641,-0.9409235119819641
26,4.299454689025879,211.0,154.0,0.937000036239624,-0.3395931124687195,0.8061539530754089,0.35699373483657837,0.4652394652366638,0.7372426986694336,0.11339545994997025,0.055802419781684875,0.0324334092438221,0.03007553145289421,0.040917135775089264,0.026744311675429344,-0.3395931124687195,0.8061539530754089,0.35699373483657837,-0.06952109932899475,0.4744853675365448,-0.7732090950012207,-0.8883951902389526,-0.8883951902389526,-0.8883951902389526,-0.8883951902389526,-0.935133159160614,-0.935133159160614,-0.935133159160614,-0.935133159160614,-0.9398489594459534,-0.9398489594459534,-0.9398489594459534,-0.9181657433509827,-0.9181657433509827,-0.9181657433509827,-0.9181657433509827,-0.9465113878250122,-0.9465113878250122,-0.9465113878250122
27,4.3314619064331055,212.0,154.0,0.937000036239624,-0.33646321296691895,0.8061539530754089,0.35699373483657837,0.45849552750587463,0.7384121417999268,0.11262980848550797,0.05529649183154106,0.032938338816165924,0.02913666144013405,0.0458354577422142,0.03111870400607586,-0.33646321296691895,0.8061539530754089,0.35699373483657837,-0.08300895988941193,0.47682425379753113,-0.7747403979301453,-0.8894070386886597,-0.8894070386886597,-0.8894070386886597,-0.8894070386886597,-0.9341233372688293,-0.9341233372688293,-0.9341233372688293,-0.9341233372688293,-0.9417266845703125,-0.9417266845703125,-0.9417266845703125,-0.9083290696144104,-0.9083290696144104,-0.9083290696144104,-0.9083290696144104,-0.9377626180648804,-0.9377626180648804,-0.9377626180648804
28,4.363592147827148,213.0,153.0,0.9380000233650208,-0.3333333432674408,0.8092308640480042,0.36116909980773926,0.4631395637989044,0.7379962801933289,0.11176055669784546,0.0602002888917923,0.034599997103214264,0.029452113434672356,0.04049732908606529,0.03047449141740799,-0.3333333432674408,0.8092308640480042,0.36116909980773926,-0.07372084259986877,0.4759926199913025,-0.7764788866043091,-0.8795994520187378,-0.8795994520187378,-0.8795994520187378,-0.8795994520187378,-0.9308000206947327,-0.9308000206947327,-0.9308000206947327,-0.9308000206947327,-0.941095769405365,-0.941095769405365,-0.941095769405365,-0.9190053343772888,-0.9190053343772888,-0.9190053343772888,-0.9190053343772888,-0.9390510320663452,-0.9390510320663452,-0.9390510320663452
29,4.41048002243042,214.0,153.0,0.940000057220459,-0.33020344376564026,0.8153848052024841,0.36116909980773926,0.461372435092926,0.7372613549232483,0.1142096146941185,0.05969592556357384,0.03087712824344635,0.028185488656163216,0.03460419550538063,0.036013711243867874,-0.33020344376564026,0.8153848052024841,0.36116909980773926,-0.07725515216588974,0.4745227098464966,-0.7715807557106018,-0.8806081414222717,-0.8806081414222717,-0.8806081414222717,-0.8806081414222717,-0.9382457733154297,-0.9382457733154297,-0.9382457733154297,-0.9382457733154297,-0.9436290264129639,-0.9436290264129639,-0.9436290264129639,-0.9307916164398193,-0.9307916164398193,-0.9307916164398193,-0.9307916164398193,-0.9279725551605225,-0.9279725551605225,-0.9279725551605225
30,4.441486835479736,217.0,153.0,0.940000057220459,-0.32081377506256104,0.8153848052024841,0.36116909980773926,0.46338126063346863,0.7371423244476318,0.11356253921985626,0.055820148438215256,0.03446384519338608,0.032656848430633545,0.035665515810251236,0.025875892490148544,-0.32081377506256104,0.8153848052024841,0.36116909980773926,-0.07323749363422394,0.4742845892906189,-0.7728749513626099,-0.8883597254753113,-0.8883597254753113,-0.8883597254753113,-0.8883597254753113,-0.9310722947120667,-0.9310722947120667,-0.9310722947120667,-0.9310722947120667,-0.9346863031387329,-0.9346863031387329,-0.9346863031387329,-0.9286689758300781,-0.9286689758300781,-0.9286689758300781,-0.9286689758300781,-0.9482482075691223,-0.9482482075691223,-0.9482482075691223
31,4.473655700683594,219.0,153.0,0.9380000233650208,-0.31455397605895996,0.8092308640480042,0.36116909980773926,0.4612872898578644,0.7371307611465454,0.11252953112125397,0.054698243737220764,0.0350821428000927,0.033645641058683395,0.035284243524074554,0.026345480233430862,-0.31455397605895996,0.8092308640480042,0.36116909980773926,-0.07742541283369064,0.47426149249076843,-0.7749409675598145,-0.8906034827232361,-0.8906034827232361,-0.8906034827232361,-0.8906034827232361,-0.9298357367515564,-0.9298357367515564,-0.9298357367515564,-0.9298357367515564,-0.932708740234375,-0.932708740234375,-0.932708740234375,-0.9294314980506897,-0.9294314980506897,-0.9294314980506897,-0.9294314980506897,-0.9473090171813965,-0.9473090171813965,-0.9473090171813965
32,4.521633148193359,221.0,152.0,0.9380000233650208,-0.3082942068576813,0.8092308640480042,0.36534446477890015,0.46379896998405457,0.7370076179504395,0.1115548387169838,0.05366445705294609,0.03404821828007698,0.03284323960542679,0.03577394783496857,0.025120723992586136,-0.3082942068576813,0.8092308640480042,0.36534446477890015,-0.07240205258131027,0.4740152657032013,-0.7768903374671936,-0.8926711082458496,-0.8926711082458496,-0.8926711082458496,-0.8926711082458496,-0.9319035410881042,-0.9319035410881042,-0.9319035410881042,-0.9319035410881042,-0.9343135356903076,-0.9343135356903076,-0.9343135356903076,-0.9284520745277405,-0.9284520745277405,-0.9284520745277405,-0.9284520745277405,-0.9497585296630859,-0.9497585296630859,-0.9497585296630859
33,4.552511215209961,223.0,152.0,0.9380000233650208,-0.3020344376564026,0.8092308640480042,0.36534446477890015,0.46059516072273254,0.7374870181083679,0.11347482353448868,0.05775023624300957,0.03521574288606644,0.03200626000761986,0.03583361580967903,0.025830991566181183,-0.3020344376564026,0.8092308640480042,0.36534446477890015,-0.0788097083568573,0.47497400641441345,-0.7730503678321838,-0.8844995498657227,-0.8844995498657227,-0.8844995498657227,-0.8844995498657227,-0.9295685291290283,-0.9295685291290283,-0.9295685291290283,-0.9295685291290283,-0.9359874725341797,-0.9359874725341797,-0.9359874725341797,-0.9283327460289001,-0.9283327460289001,-0.9283327460289001,-0.9283327460289001,-0.9483380317687988,-0.9483380317687988,-0.9483380317687988
34,4.584519863128662,225.0,151.0,0.9350000619888306,-0.2957746386528015,0.8000001907348633,0.36951982975006104,0.46034038066864014,0.7376188039779663,0.11348258703947067,0.052684418857097626,0.034836169332265854,0.03162829205393791,0.03718993067741394,0.024172982200980186,-0.2957746386528015,0.8000001907348633,0.36951982975006104,-0.07931922376155853,0.4752376079559326,-0.7730348110198975,-0.8946311473846436,-0.8946311473846436,-0.8946311473846436,-0.8946311473846436,-0.9303276538848877,-0.9303276538848877,-0.9303276538848877,-0.9303276538848877,-0.936743438243866,-0.936743438243866,-0.936743438243866,-0.9256201386451721,-0.9256201386451721,-0.9256201386451721,-0.9256201386451721,-0.9516540169715881,-0.9516540169715881,-0.9516540169715881
35,4.616678237915039,228.0,150.0,0.9350000619888306,-0.2863849699497223,0.8000001907348633,0.3736951947212219,0.4662209153175354,0.737307071685791,0.1106465756893158,0.05502581223845482,0.03620578721165657,0.03496084362268448,0.040147874504327774,0.02091980166733265,-0.2863849699497223,0.8000001907348633,0.3736951947212219,-0.06755814701318741,0.4746141731739044,-0.7787068486213684,-0.8899483680725098,-0.8899483680725098,-0.8899483680725098,-0.8899483680725098,-0.9275884032249451,-0.9275884032249451,-0.9275884032249451,-0.9275884032249451,-0.9300783276557922,-0.9300783276557922,-0.9300783276557922,-0.919704258441925,-0.919704258441925,-0.919704258441925,-0.919704258441925,-0.958160400390625,-0.958160400390625,-0.958160400390625
36,4.647533416748047,230.0,150.0,0.937000036239624,-0.2801252007484436,0.8061539530754089,0.3736951947212219,0.4611970782279968,0.7366074919700623,0.11226074397563934,0.05160975456237793,0.03760300576686859,0.03402172774076462,0.043044183403253555,0.024191981181502342,-0.2801252007484436,0.8061539530754089,0.3736951947212219,-0.07760583609342575,0.4732150435447693,-0.7754784822463989,-0.8967804908752441,-0.8967804908752441,-0.8967804908752441,-0.8967804908752441,-0.9247939586639404,-0.9247939586639404,-0.9247939586639404,-0.9247939586639404,-0.9319565296173096,-0.9319565296173096,-0.9319565296173096,-0.9139116406440735,-0.9139116406440735,-0.9139116406440735,-0.9139116406440735,-0.9516160488128662,-0.9516160488128662,-0.9516160488128662
