,timestamp,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17
0,16:00:34,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,109.0
1,16:00:34,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
2,16:00:34,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,109.0
3,16:00:34,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
4,16:00:34,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,155.0,74.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,109.0
5,16:00:34,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,73.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,109.0
6,16:00:34,89.0,121.0,128.0,125.0,97.0,73.0,77.0,77.0,155.0,74.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
7,16:00:34,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,75.0,109.0
8,16:00:34,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,155.0,74.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,109.0
9,16:00:34,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,74.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
10,16:00:34,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,74.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
11,16:00:35,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
12,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
13,16:00:35,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,155.0,74.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
14,16:00:35,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,154.0,74.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,109.0
15,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,77.0,77.0,155.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,109.0
16,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
17,16:00:35,89.0,120.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,74.0,100.0,134.0,76.0,70.0,133.0,136.0,75.0,109.0
18,16:00:35,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
19,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
20,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
21,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,73.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,109.0
22,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,77.0,77.0,154.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,109.0
23,16:00:35,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,154.0,74.0,100.0,134.0,76.0,71.0,133.0,136.0,75.0,109.0
24,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
25,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,74.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,109.0
26,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
27,16:00:35,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,155.0,74.0,100.0,134.0,76.0,70.0,133.0,136.0,75.0,110.0
28,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,100.0,133.0,76.0,70.0,133.0,136.0,76.0,110.0
29,16:00:35,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
30,16:00:35,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
31,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
32,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,74.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
33,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,77.0,77.0,154.0,73.0,100.0,134.0,76.0,70.0,133.0,136.0,75.0,110.0
34,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,74.0,100.0,134.0,76.0,70.0,133.0,136.0,75.0,110.0
35,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
36,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
37,16:00:35,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,74.0,100.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
38,16:00:35,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,154.0,73.0,100.0,134.0,76.0,71.0,133.0,135.0,76.0,110.0
39,16:00:35,89.0,121.0,128.0,125.0,97.0,72.0,76.0,77.0,154.0,74.0,100.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
40,16:00:36,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,74.0,101.0,134.0,76.0,70.0,133.0,136.0,76.0,110.0
41,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,70.0,133.0,135.0,76.0,110.0
42,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,136.0,76.0,110.0
43,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,76.0,71.0,133.0,136.0,76.0,109.0
44,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
45,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,136.0,76.0,110.0
46,16:00:36,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
47,16:00:36,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,75.0,71.0,133.0,136.0,76.0,110.0
48,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,133.0,136.0,76.0,110.0
49,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,133.0,136.0,76.0,110.0
50,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
51,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
52,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,133.0,135.0,76.0,109.0
53,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,76.0,71.0,133.0,136.0,76.0,110.0
54,16:00:36,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,76.0,71.0,133.0,135.0,76.0,110.0
55,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,133.0,135.0,76.0,110.0
56,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,135.0,76.0,110.0
57,16:00:36,90.0,121.0,128.0,125.0,97.0,74.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,135.0,76.0,110.0
58,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,136.0,76.0,110.0
59,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,75.0,71.0,133.0,135.0,76.0,110.0
60,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,75.0,77.0,154.0,73.0,101.0,134.0,76.0,71.0,133.0,135.0,76.0,110.0
61,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,135.0,76.0,109.0
62,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,135.0,76.0,110.0
63,16:00:36,89.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,135.0,76.0,110.0
64,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,134.0,135.0,76.0,110.0
65,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,134.0,135.0,76.0,110.0
66,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,155.0,73.0,101.0,134.0,76.0,71.0,133.0,135.0,76.0,110.0
67,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,133.0,135.0,76.0,110.0
68,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,135.0,76.0,110.0
69,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,135.0,76.0,110.0
70,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,133.0,135.0,76.0,110.0
71,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,134.0,135.0,76.0,110.0
72,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,75.0,71.0,134.0,135.0,76.0,110.0
73,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,134.0,135.0,76.0,110.0
74,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,133.0,135.0,76.0,110.0
75,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,135.0,76.0,110.0
76,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,133.0,136.0,76.0,110.0
77,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,75.0,71.0,133.0,135.0,76.0,110.0
78,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,133.0,135.0,76.0,110.0
79,16:00:36,90.0,122.0,128.0,125.0,97.0,74.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,133.0,135.0,76.0,110.0
80,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,134.0,76.0,71.0,134.0,135.0,76.0,110.0
81,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,76.0,71.0,134.0,135.0,76.0,110.0
82,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,134.0,135.0,76.0,110.0
83,16:00:36,90.0,121.0,128.0,125.0,97.0,73.0,76.0,77.0,154.0,73.0,101.0,133.0,75.0,71.0,134.0,135.0,76.0,109.0
