sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17
0,1.0,0.0,0,0.0,0,10.0,0,9.0,4.0,0,0.0,8.0,93.0,12.0,11.0,0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,0.0,8.0,93.0,12.0,10.0,0.0,1.0
0,1.0,0.0,0,0.0,0,10.0,0,9.0,4.0,0,0.0,8.0,94.0,12.0,11.0,0.0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,0.0,8.0,95.0,12.0,10.0,0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,0.0,8.0,96.0,13.0,10.0,0,0.0
0,1.0,0.0,0,0.0,0,10.0,0,9.0,4.0,0,0.0,8.0,96.0,13.0,10.0,0.0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,8.0,4.0,0,0.0,8.0,96.0,13.0,11.0,0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,8.0,4.0,0,0.0,8.0,96.0,13.0,10.0,0.0,0.0
0,1.0,0.0,0,0.0,0,11.0,0,8.0,4.0,0,0.0,8.0,96.0,13.0,10.0,0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,8.0,4.0,0,0.0,8.0,97.0,13.0,10.0,0.0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,8.0,4.0,0,0.0,8.0,97.0,13.0,10.0,0.0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,8.0,4.0,0,0.0,8.0,97.0,13.0,10.0,0.0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,8.0,4.0,0,0.0,8.0,97.0,13.0,10.0,0.0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,8.0,4.0,0,1.0,8.0,98.0,13.0,10.0,0.0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,0.0,8.0,98.0,13.0,10.0,0,1.0
0,1.0,0.0,0,0.0,0,11.0,0,8.0,4.0,0,0.0,8.0,99.0,13.0,10.0,0,1.0
0,2.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,0.0,8.0,99.0,14.0,11.0,0.0,1.0
0,2.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,0.0,8.0,99.0,13.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,0.0,8.0,99.0,13.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,0.0,8.0,99.0,13.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,0.0,8.0,100.0,14.0,10.0,0.0,1.0
0,1.0,0.0,0,0,0,11.0,0,9.0,4.0,0,1.0,8.0,100.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,0.0,8.0,100.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,12.0,0,8.0,4.0,0,1.0,8.0,100.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,0.0,8.0,100.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,12.0,0,8.0,4.0,0,0.0,8.0,101.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,1.0,8.0,100.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,1.0,8.0,100.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,1.0,8.0,100.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,11.0,0,8.0,4.0,0,0.0,8.0,100.0,14.0,9.0,0.0,1.0
0,2.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,1.0,8.0,101.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,1.0,8.0,100.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,1.0,8.0,100.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,0.0,8.0,101.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,11.0,0,9.0,4.0,0,1.0,8.0,101.0,14.0,9.0,0.0,1.0
0,2.0,0.0,0,0.0,0,13.0,0,9.0,4.0,0,1.0,8.0,101.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,1.0,8.0,101.0,14.0,9.0,0,1.0
0,2.0,0.0,0,0.0,0,12.0,0,9.0,5.0,0,1.0,8.0,101.0,15.0,10.0,0.0,1.0
0,2.0,0.0,0,0,0,12.0,0,9.0,4.0,0,1.0,8.0,101.0,14.0,10.0,0.0,1.0
0,2.0,0.0,0,0,0,12.0,0,9.0,4.0,0,1.0,8.0,101.0,14.0,10.0,0.0,1.0
0,3.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,1.0,8.0,101.0,14.0,9.0,0.0,1.0
0,3.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,1.0,8.0,101.0,15.0,9.0,0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,5.0,0,1.0,8.0,102.0,15.0,9.0,0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,4.0,0,1.0,8.0,102.0,15.0,9.0,0.0,1.0
0,3.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,1.0,8.0,103.0,14.0,9.0,0.0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,4.0,0,1.0,8.0,102.0,15.0,9.0,0,1.0
0,3.0,0.0,0,0.0,0,12.0,0,8.0,4.0,0,1.0,8.0,102.0,15.0,9.0,0,1.0
0,3.0,0.0,0,0,0,12.0,0,8.0,4.0,0,1.0,8.0,103.0,15.0,8.0,0,1.0
0,3.0,0.0,0,0.0,0,12.0,0,9.0,4.0,0,1.0,8.0,103.0,15.0,9.0,0.0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,4.0,0,2.0,8.0,103.0,15.0,9.0,0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,4.0,0,2.0,8.0,103.0,15.0,9.0,0.0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,4.0,0,1.0,8.0,103.0,15.0,9.0,0.0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,9.0,4.0,0,1.0,8.0,103.0,15.0,8.0,0,1.0
0,3.0,0.0,0,0,0,13.0,0,9.0,4.0,0,1.0,8.0,103.0,15.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,4.0,0,2.0,8.0,104.0,15.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,5.0,0,2.0,8.0,104.0,15.0,7.0,0.0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,4.0,0,2.0,8.0,104.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,13.0,0,9.0,4.0,0,2.0,8.0,104.0,15.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,4.0,0,2.0,8.0,104.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,13.0,0,9.0,5.0,0,2.0,8.0,104.0,15.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,12.0,0,9.0,5.0,0,2.0,9.0,105.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,13.0,0,9.0,5.0,0,2.0,8.0,105.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,13.0,0,9.0,5.0,0,2.0,9.0,105.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,13.0,0,9.0,5.0,0,2.0,9.0,106.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,9.0,5.0,0,2.0,9.0,105.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,13.0,0,9.0,5.0,0,2.0,9.0,105.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,13.0,0,9.0,5.0,0,2.0,8.0,106.0,16.0,7.0,0.0,1.0
0,3.0,0.0,0,0,0,13.0,0,9.0,5.0,0,2.0,9.0,106.0,16.0,7.0,0.0,1.0
0,3.0,0.0,0,0,0,13.0,0,9.0,5.0,0,2.0,9.0,106.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0.0,0,14.0,0,9.0,5.0,0,2.0,8.0,105.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,9.0,4.0,0,2.0,8.0,105.0,16.0,8.0,0.0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,9.0,4.0,0,2.0,8.0,105.0,16.0,7.0,0,1.0
0,3.0,0.0,0,0,0,12.0,0,8.0,4.0,0,2.0,8.0,105.0,16.0,8.0,0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,9.0,4.0,0,1.0,8.0,105.0,15.0,7.0,0.0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,8.0,4.0,0,2.0,9.0,105.0,16.0,7.0,0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,9.0,4.0,0,2.0,9.0,105.0,15.0,7.0,0.0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,8.0,4.0,0,2.0,8.0,104.0,15.0,8.0,0.0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,8.0,4.0,0,1.0,8.0,102.0,15.0,8.0,0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,9.0,4.0,0,1.0,8.0,102.0,15.0,7.0,0,1.0
0,3.0,0.0,0,0.0,0,12.0,0,8.0,4.0,0,1.0,8.0,102.0,15.0,8.0,0,1.0
0,3.0,0.0,0,0.0,0,12.0,0,8.0,4.0,0,1.0,8.0,102.0,15.0,8.0,0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,8.0,4.0,0,1.0,8.0,102.0,15.0,8.0,0,1.0
0,3.0,1.0,0,0.0,0,13.0,0,8.0,4.0,0,2.0,8.0,102.0,15.0,8.0,0.0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,8.0,4.0,0,1.0,8.0,102.0,15.0,8.0,0,1.0
0,3.0,0.0,0,0.0,0,12.0,0,8.0,4.0,0,2.0,8.0,101.0,14.0,8.0,0,1.0
0,3.0,0.0,0,0.0,0,13.0,0,7.0,4.0,0,2.0,8.0,100.0,14.0,7.0,0,1.0
0,3.0,0.0,0,0.0,0,12.0,0,7.0,4.0,0,1.0,8.0,98.0,14.0,8.0,0.0,1.0
0,3.0,0.0,0,0,0,12.0,0,7.0,3.0,0,1.0,8.0,94.0,13.0,8.0,0.0,1.0
0,3.0,0.0,0,0.0,0,12.0,0,7.0,3.0,0,1.0,7.0,89.0,11.0,7.0,0,1.0
0,3.0,0.0,0,0,0,11.0,0,7.0,3.0,0,1.0,7.0,83.0,11.0,7.0,0.0,1.0
0,3.0,0.0,0,0,0,11.0,0,6.0,3.0,0,1.0,7.0,77.0,9.0,7.0,0.0,1.0
0,3.0,0.0,0,0.0,0,11.0,0,6.0,3.0,0,1.0,8.0,70.0,9.0,7.0,0.0,1.0
0,3.0,0.0,0,0,0,10.0,0,6.0,2.0,0,1.0,8.0,63.0,8.0,6.0,0.0,1.0
0,3.0,0.0,0,0,0,10.0,0,5.0,2.0,0,1.0,8.0,55.0,7.0,7.0,0.0,1.0
0,3.0,0.0,0,0,0,10.0,0,5.0,2.0,0,1.0,8.0,44.0,6.0,7.0,0.0,1.0
0,3.0,0.0,0,0,0,10.0,0,4.0,2.0,0,1.0,8.0,33.0,5.0,8.0,0.0,1.0
0,3.0,0.0,0,0.0,0,10.0,0,4.0,2.0,0,0.0,7.0,24.0,5.0,8.0,0.0,1.0
0,3.0,1.0,0,0.0,0,10.0,0,4.0,2.0,0,1.0,7.0,21.0,5.0,9.0,0.0,1.0
0,3.0,1.0,0,0.0,0,9.0,0,4.0,2.0,0,0.0,7.0,17.0,4.0,8.0,0.0,1.0
0,3.0,0.0,0,0.0,0,9.0,0,4.0,2.0,0,1.0,7.0,15.0,4.0,10.0,0.0,1.0
0,3.0,1.0,0,0.0,0,10.0,0,4.0,2.0,0,1.0,7.0,11.0,4.0,11.0,0.0,1.0
0,3.0,0.0,0,0,0,9.0,0,4.0,2.0,0,1.0,7.0,7.0,4.0,13.0,0.0,1.0
0,3.0,0.0,0,0,0,10.0,0,4.0,2.0,0,0.0,7.0,0.0,3.0,15.0,0.0,2.0
0,3.0,1.0,0,0.0,0,10.0,0,4.0,3.0,0,1.0,7.0,0,3.0,16.0,0.0,2.0
0,3.0,0.0,0,0,0,10.0,0,4.0,3.0,0,0.0,7.0,0,3.0,16.0,0.0,2.0
0,3.0,0.0,0,0.0,0,10.0,0,4.0,3.0,0,0.0,7.0,0,2.0,18.0,0.0,2.0
0,3.0,1.0,0,0.0,0,9.0,0,3.0,3.0,0,1.0,7.0,0,3.0,19.0,0.0,2.0
0,3.0,1.0,0,0.0,0,10.0,0,3.0,4.0,0,1.0,8.0,0,2.0,19.0,0.0,2.0
0,3.0,1.0,0,0,0,9.0,0,3.0,4.0,0,1.0,8.0,0,2.0,20.0,0.0,2.0
